latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
19.47442,-154.84087,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,294.4,38.5,D
19.46882,-154.90581,367,0.56,0.69,8/1/18,18,N,high,1.0NRT,338,307.5,D
19.46782,-154.91737,340.5,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,287.5,16.3,D
19.46732,-154.92317,329.6,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,288.5,16.3,D
19.47491,-154.83521,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,285.8,38.5,D
19.46981,-154.89436,367,0.56,0.69,8/1/18,18,N,low,1.0NRT,285.8,488.3,D
19.46931,-154.9001,367,0.56,0.69,8/1/18,18,N,low,1.0NRT,290.5,488.3,D
19.48283,-154.81865,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,293.6,41,D
19.48184,-154.83012,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,293.7,53.1,D
19.48135,-154.83583,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,303.5,38.5,D
19.47623,-154.89496,367,0.56,0.69,8/1/18,18,N,high,1.0NRT,349.3,488.3,D
19.47574,-154.90067,367,0.56,0.69,8/1/18,18,N,high,1.0NRT,346.3,488.3,D
19.47474,-154.91212,353.4,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,291.5,307.5,D
19.47425,-154.91785,334,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,289.7,16.3,D
19.48234,-154.82437,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,290.5,53.1,D
19.48086,-154.84149,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,289.1,38.5,D
19.47879,-154.86548,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,281.5,35.6,D
19.47827,-154.87148,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,284.3,28.8,D
19.47774,-154.87758,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,284.4,28.8,D
19.47722,-154.88358,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,283.6,309.8,D
19.47672,-154.88937,367,0.57,0.69,8/1/18,18,N,low,1.0NRT,301,309.8,D
19.47524,-154.90636,208,0.56,0.69,8/1/18,18,N,low,1.0NRT,311.1,307.5,D
19.48879,-154.82503,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,297.9,309.7,D
19.4878,-154.83644,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,346.4,548.5,D
19.4873,-154.84218,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,326.9,548.5,D
19.48628,-154.85391,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,291.4,112.3,D
19.48575,-154.86003,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,291.2,48,D
19.48522,-154.8661,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,290.6,48,D
19.4847,-154.8721,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,291.2,311.7,D
19.48315,-154.88988,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,346.3,591.2,D
19.48217,-154.90117,367,0.56,0.69,8/1/18,18,N,high,1.0NRT,290.8,126.7,D
19.48679,-154.84804,353.5,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,291.2,112.3,D
19.48417,-154.8782,355.7,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,291.5,311.7,D
19.48366,-154.88411,353.6,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,310.4,591.2,D
19.48167,-154.90689,342.6,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,290,5,D
19.48118,-154.9126,331.5,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,289.4,5,D
19.48267,-154.89545,208,0.56,0.69,8/1/18,18,N,low,1.0NRT,302.3,126.7,D
19.49524,-154.82564,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,296.9,309.7,D
19.49475,-154.83131,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,301.4,309.7,D
19.49423,-154.83725,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,338.3,548.5,D
19.49374,-154.84294,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,348.8,548.5,D
19.49272,-154.85463,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,297.5,112.3,D
19.49218,-154.86073,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,293.8,48,D
19.49167,-154.86665,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,293.9,48,D
19.49114,-154.87263,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,298.2,311.7,D
19.49062,-154.87859,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,326.8,311.7,D
19.49012,-154.8844,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,328.4,591.2,D
19.49673,-154.80852,334.5,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,294.8,19.5,D
19.48911,-154.89586,345.3,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,291.4,126.7,D
19.48861,-154.90158,334.2,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,290.1,126.7,D
19.48812,-154.90718,331.4,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,289.4,5,D
19.48763,-154.91278,329.8,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,289,5,D
19.49323,-154.84868,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,302.9,112.3,D
19.48961,-154.89015,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,297.1,591.2,D
19.50067,-154.83794,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,296.5,247.9,D
19.50018,-154.84366,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,308,247.9,D
19.49863,-154.86128,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,296.9,343.8,D
19.50319,-154.8091,329.2,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,293.8,12.5,D
19.49916,-154.85527,351.2,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,298.4,535.9,D
19.49658,-154.8846,338.6,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,294.3,70.9,D
19.49608,-154.89032,338.6,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,290.7,70.9,D
19.49459,-154.90732,329.6,0.56,0.69,8/1/18,18,N,nominal,1.0NRT,289,9.7,D
19.49967,-154.84941,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,322.4,535.9,D
19.49811,-154.86723,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,319.8,343.8,D
19.49759,-154.87308,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,322.3,289.9,D
19.49709,-154.87885,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,317.4,289.9,D
19.50661,-154.84436,367,0.57,0.69,8/1/18,18,N,high,1.0NRT,297.1,247.9,D
19.50405,-154.87346,347,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,292.1,289.9,D
19.50354,-154.87918,335.9,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,292.4,289.9,D
19.50304,-154.88487,331.5,0.57,0.69,8/1/18,18,N,nominal,1.0NRT,292.9,70.9,D
19.5056,-154.8559,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,323.5,535.9,D
19.50507,-154.86182,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,310.8,343.8,D
19.50456,-154.86768,208,0.57,0.69,8/1/18,18,N,low,1.0NRT,295.8,343.8,D
48.18833,-64.922,299.8,0.53,0.42,8/1/18,554,N,nominal,1.0NRT,289.4,0.8,N
46.37074,-72.38881,300,0.37,0.58,8/1/18,554,N,nominal,1.0NRT,287.4,0.5,N
46.04324,-73.1428,300.7,0.4,0.6,8/1/18,554,N,nominal,1.0NRT,287.9,1.5,N
18.92691,-70.35428,309.4,0.45,0.39,8/1/18,606,N,nominal,1.0NRT,289.5,2.2,N
18.92895,-70.35633,303.3,0.45,0.39,8/1/18,606,N,nominal,1.0NRT,289.4,0.9,N
18.92833,-70.35202,302.2,0.45,0.39,8/1/18,606,N,nominal,1.0NRT,288.8,0.9,N
18.92474,-70.35243,305.3,0.45,0.39,8/1/18,606,N,nominal,1.0NRT,289.4,0.9,N
18.50866,-69.33938,306,0.41,0.37,8/1/18,606,N,nominal,1.0NRT,294,1.1,N
18.4701,-69.19567,309.3,0.41,0.37,8/1/18,606,N,nominal,1.0NRT,294.2,1,N
17.97655,-77.00821,323,0.36,0.58,8/1/18,606,N,nominal,1.0NRT,290.5,1.5,N
34.13369,-79.70554,300.8,0.75,0.77,8/1/18,600,N,nominal,1.0NRT,285.2,0.9,N
33.01396,-79.8868,316.5,0.76,0.77,8/1/18,600,N,nominal,1.0NRT,282,3.9,N
19.42309,-92.07805,324.3,0.39,0.36,8/1/18,748,N,nominal,1.0NRT,264,2.1,N
19.40011,-92.04076,313.5,0.39,0.36,8/1/18,748,N,nominal,1.0NRT,279.4,1.3,N
19.3968,-92.04135,312,0.39,0.36,8/1/18,748,N,nominal,1.0NRT,279,1.3,N
19.39349,-92.04195,333.4,0.39,0.36,8/1/18,748,N,nominal,1.0NRT,280.4,7.7,N
19.39407,-92.04561,304.1,0.39,0.36,8/1/18,748,N,nominal,1.0NRT,278,4.2,N
19.36717,-92.00524,321.5,0.39,0.36,8/1/18,748,N,nominal,1.0NRT,280.7,1.9,N
20.58097,-101.1721,342.9,0.33,0.55,8/1/18,748,N,nominal,1.0NRT,289.1,4.2,N
20.5813,-101.17527,308.8,0.33,0.55,8/1/18,748,N,nominal,1.0NRT,288.2,4.8,N
20.58031,-101.16573,300.8,0.33,0.55,8/1/18,748,N,nominal,1.0NRT,286.2,0.8,N
20.57588,-101.17273,335,0.33,0.55,8/1/18,748,N,nominal,1.0NRT,286.5,2.7,N
20.57687,-101.18227,301.4,0.33,0.55,8/1/18,748,N,nominal,1.0NRT,288.9,1.2,N
20.52443,-100.92464,305.5,0.63,0.54,8/1/18,748,N,nominal,1.0NRT,287.3,1.4,N
20.52503,-100.92449,302.8,0.63,0.54,8/1/18,748,N,nominal,1.0NRT,287,2.4,N
20.38313,-99.69249,299,0.52,0.5,8/1/18,748,N,nominal,1.0NRT,285.5,2.1,N
19.2408,-92.25205,295.5,0.39,0.36,8/1/18,748,N,nominal,1.0NRT,263.7,0.5,N
19.74832,-98.6005,325.4,0.44,0.46,8/1/18,748,N,nominal,1.0NRT,281.1,3.4,N
19.74407,-98.6011,320.5,0.44,0.46,8/1/18,748,N,nominal,1.0NRT,279.3,3.1,N
19.34183,-96.70363,304,0.5,0.41,8/1/18,748,N,nominal,1.0NRT,278.7,1.4,N
17.92927,-88.48992,311.2,0.53,0.42,8/1/18,748,N,nominal,1.0NRT,289.2,1.5,N
17.92545,-88.49068,309.4,0.53,0.42,8/1/18,748,N,nominal,1.0NRT,289.8,1.5,N
41.20686,-93.18868,296,0.4,0.44,8/1/18,742,N,nominal,1.0NRT,285.9,0.4,N
40.64201,-89.64353,323.7,0.43,0.38,8/1/18,742,N,nominal,1.0NRT,288.8,3.2,N
39.97828,-86.83084,297.8,0.38,0.36,8/1/18,742,N,nominal,1.0NRT,280.8,0.9,N
39.9757,-86.83618,321,0.38,0.36,8/1/18,742,N,nominal,1.0NRT,282.2,2.7,N
38.99939,-87.72617,301.1,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,288.2,1.4,N
38.99147,-87.71907,302.9,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,287.1,0.8,N
38.79952,-87.24864,303.6,0.38,0.36,8/1/18,742,N,nominal,1.0NRT,278.8,1,N
39.3681,-91.43275,297.7,0.48,0.4,8/1/18,742,N,nominal,1.0NRT,286.8,0.5,N
38.88438,-90.13933,319.7,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,287.5,1.4,N
38.83894,-90.0639,301.8,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,289,1.7,N
38.83549,-90.06467,302.5,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,289.6,1.1,N
38.83367,-90.06197,301.1,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,288.1,1,N
38.82026,-90.01496,314.9,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,286.3,1.3,N
39.19088,-93.84062,335.2,0.4,0.44,8/1/18,742,N,nominal,1.0NRT,289,4.3,N
38.69584,-90.12931,336.7,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,291.2,3.2,N
38.73904,-90.45881,302,0.43,0.38,8/1/18,742,N,nominal,1.0NRT,287.4,0.4,N
38.69648,-90.13418,311.9,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,290.5,3.2,N
38.69238,-90.13007,332.9,0.42,0.38,8/1/18,742,N,nominal,1.0NRT,288.2,4.3,N
39.14592,-94.39864,300.7,0.43,0.46,8/1/18,742,N,nominal,1.0NRT,289.5,1,N
39.01189,-95.62214,310.9,0.49,0.49,8/1/18,742,N,nominal,1.0NRT,290.4,2.1,N
38.24014,-89.39542,300.9,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,283.2,0.6,N
38.4432,-92.24625,297.8,0.5,0.41,8/1/18,742,N,nominal,1.0NRT,287.4,0.3,N
38.59784,-94.59917,299,0.43,0.46,8/1/18,742,N,nominal,1.0NRT,287.8,0.7,N
38.59943,-94.59995,305.3,0.43,0.46,8/1/18,742,N,nominal,1.0NRT,288.1,0.9,N
37.74221,-88.00377,302.5,0.38,0.36,8/1/18,742,N,nominal,1.0NRT,277.5,0.6,N
38.21906,-91.73391,300.1,0.48,0.4,8/1/18,742,N,nominal,1.0NRT,286.2,0.7,N
38.01024,-90.082,311.9,0.42,0.37,8/1/18,742,N,nominal,1.0NRT,289.2,1,N
38.0068,-90.08269,301,0.42,0.37,8/1/18,742,N,nominal,1.0NRT,287.4,1,N
37.97277,-90.06571,299.5,0.42,0.37,8/1/18,742,N,nominal,1.0NRT,287.9,0.3,N
37.96861,-90.07828,314.1,0.42,0.37,8/1/18,742,N,nominal,1.0NRT,288.8,1.3,N
37.96518,-90.079,301.2,0.42,0.37,8/1/18,742,N,nominal,1.0NRT,287.1,0.6,N
38.09237,-92.12765,319.5,0.49,0.4,8/1/18,742,N,nominal,1.0NRT,288,2.7,N
37.89303,-90.52979,302.1,0.43,0.38,8/1/18,742,N,nominal,1.0NRT,287.4,0.6,N
37.19069,-88.41179,302.4,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,288.6,0.6,N
37.21673,-88.88297,306,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,288.5,1.1,N
37.33848,-89.9322,298.7,0.41,0.37,8/1/18,742,N,nominal,1.0NRT,287.3,0.5,N
37.62202,-92.76585,296.8,0.52,0.41,8/1/18,742,N,nominal,1.0NRT,286,0.6,N
38.24457,-104.61042,299.3,0.74,0.76,8/1/18,742,N,nominal,1.0NRT,286.1,2.2,N
38.24265,-104.61366,301.4,0.74,0.76,8/1/18,742,N,nominal,1.0NRT,286.4,2.6,N
37.82643,-97.46414,300.2,0.6,0.53,8/1/18,742,N,nominal,1.0NRT,288.8,0.9,N
34.83785,-79.74328,301.9,0.53,0.5,8/1/18,742,N,nominal,1.0NRT,287.9,1.7,N
36.51096,-89.4547,305.8,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,288.4,0.3,N
36.78299,-92.01697,301.5,0.47,0.4,8/1/18,742,N,nominal,1.0NRT,287,0.5,N
36.65216,-91.82922,299.1,0.46,0.39,8/1/18,742,N,nominal,1.0NRT,286.3,0.4,N
37.00953,-95.86364,307.5,0.49,0.48,8/1/18,742,N,nominal,1.0NRT,288.6,1.9,N
36.49975,-91.14066,301.1,0.44,0.38,8/1/18,742,N,nominal,1.0NRT,287.3,0.5,N
37.01196,-95.85955,310.3,0.48,0.48,8/1/18,742,N,nominal,1.0NRT,289.1,1,N
34.37526,-79.88684,302.1,0.53,0.5,8/1/18,742,N,nominal,1.0NRT,285.5,1.1,N
36.61178,-93.04379,301.5,0.52,0.41,8/1/18,742,N,nominal,1.0NRT,288.4,0.7,N
36.6097,-93.04501,306.8,0.52,0.41,8/1/18,742,N,nominal,1.0NRT,288.5,1.1,N
34.13634,-79.70615,306.6,0.55,0.51,8/1/18,742,N,nominal,1.0NRT,289.1,0.8,N
35.94414,-89.71627,303.6,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,289.9,1,N
35.93681,-89.71336,332,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,290.5,2.8,N
35.93346,-89.71408,300.2,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,288.9,0.6,N
35.89808,-89.7806,303.4,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,290.8,0.8,N
35.89137,-89.78206,329.5,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,291,3.3,N
36.66385,-97.06711,301.9,0.56,0.51,8/1/18,742,N,nominal,1.0NRT,290.1,1.2,N
35.94399,-90.55717,308.5,0.41,0.37,8/1/18,742,N,nominal,1.0NRT,288,0.9,N
36.51745,-97.83952,311.3,0.62,0.54,8/1/18,742,N,nominal,1.0NRT,289.4,2.7,N
36.51766,-97.83819,311.6,0.61,0.54,8/1/18,742,N,nominal,1.0NRT,289.6,1.9,N
35.64752,-89.93279,314.6,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,289.7,1.5,N
35.64269,-89.94743,300,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,288.7,0.6,N
35.22268,-87.72873,306.1,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,289.7,0.7,N
35.79545,-91.74342,299.9,0.45,0.39,8/1/18,742,N,nominal,1.0NRT,288.8,0.4,N
36.19651,-95.81356,305.9,0.47,0.48,8/1/18,742,N,nominal,1.0NRT,290.8,1.6,N
35.36544,-88.94138,304.5,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,288.5,0.5,N
35.82961,-92.46824,297.5,0.48,0.4,8/1/18,742,N,nominal,1.0NRT,287.3,0.4,N
35.97622,-97.92796,299.9,0.61,0.54,8/1/18,742,N,nominal,1.0NRT,289.3,1.2,N
35.87573,-97.01917,302.5,0.55,0.51,8/1/18,742,N,nominal,1.0NRT,289.3,1.3,N
34.80422,-88.3214,312,0.38,0.36,8/1/18,742,N,nominal,1.0NRT,290.5,0.9,N
35.59564,-94.83061,308,0.41,0.45,8/1/18,742,N,nominal,1.0NRT,289.7,1.3,N
34.90699,-89.81472,300,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,288.9,0.3,N
35.28677,-93.82725,332.8,0.55,0.42,8/1/18,742,N,nominal,1.0NRT,289.1,5.2,N
35.04955,-91.85929,335.1,0.45,0.39,8/1/18,742,N,nominal,1.0NRT,289.9,3.6,N
35.69503,-101.36514,300.3,0.48,0.64,8/1/18,742,N,nominal,1.0NRT,289.8,2,N
35.66702,-101.43747,306.1,0.48,0.65,8/1/18,742,N,nominal,1.0NRT,289.5,1.5,N
33.84596,-94.63195,305.5,0.38,0.44,8/1/18,742,N,nominal,1.0NRT,289.8,0.8,N
33.86425,-94.95907,300.6,0.4,0.44,8/1/18,742,N,nominal,1.0NRT,289.7,0.3,N
33.46999,-92.97376,300.4,0.48,0.4,8/1/18,742,N,nominal,1.0NRT,289.7,0.5,N
33.17758,-92.7403,301.6,0.46,0.39,8/1/18,742,N,nominal,1.0NRT,290.7,0.5,N
32.82663,-91.3613,303,0.41,0.37,8/1/18,742,N,nominal,1.0NRT,290.9,0.6,N
32.98431,-92.62192,301.6,0.46,0.39,8/1/18,742,N,nominal,1.0NRT,290.3,0.4,N
32.31422,-90.13359,327.9,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,291,1.8,N
32.31483,-90.1377,307,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,290.4,1.8,N
32.27752,-92.72902,304.6,0.45,0.39,8/1/18,742,N,nominal,1.0NRT,292.6,1.1,N
33.137,-102.99571,297.2,0.56,0.69,8/1/18,742,N,nominal,1.0NRT,283.5,0.6,N
32.45708,-97.03646,323.7,0.5,0.49,8/1/18,742,N,nominal,1.0NRT,296.1,3.7,N
32.13249,-96.32513,304.2,0.45,0.47,8/1/18,742,N,nominal,1.0NRT,291,0.6,N
32.24638,-97.55129,309.8,0.53,0.5,8/1/18,742,N,nominal,1.0NRT,291.9,1.8,N
32.49826,-101.63361,301.4,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.3,1.9,N
32.49203,-101.6291,314.5,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.6,1,N
32.48692,-101.64488,301.9,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.5,1,N
32.47345,-101.72884,304.2,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.8,0.9,N
32.48988,-101.64583,308,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.8,0.7,N
32.47096,-101.73019,305.3,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.7,0.6,N
32.44885,-101.6601,326.7,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.8,2.3,N
32.44915,-101.66521,298.7,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.6,2,N
32.44378,-101.67599,311.3,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.9,1.7,N
32.44349,-101.67089,301.4,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.6,1.7,N
32.43932,-101.5996,300.2,0.46,0.64,8/1/18,742,N,nominal,1.0NRT,288.4,0.4,N
32.4396,-101.70733,309.5,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.6,0.9,N
32.43192,-101.57485,299.7,0.46,0.64,8/1/18,742,N,nominal,1.0NRT,288,1,N
32.42837,-101.5146,302.5,0.46,0.63,8/1/18,742,N,nominal,1.0NRT,288.6,0.8,N
32.39443,-101.64999,300.7,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.2,0.8,N
32.39921,-101.96148,299.4,0.49,0.65,8/1/18,742,N,nominal,1.0NRT,288.4,0.6,N
32.4317,-102.74989,306.3,0.54,0.68,8/1/18,742,N,nominal,1.0NRT,277,0.8,N
32.37091,-101.65739,320.9,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,289.3,1.5,N
32.39846,-101.96133,301.2,0.49,0.65,8/1/18,742,N,nominal,1.0NRT,288.6,0.5,N
32.36836,-101.65765,320.8,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.5,1.8,N
32.42941,-102.74904,299.9,0.54,0.68,8/1/18,742,N,nominal,1.0NRT,275.6,1.4,N
32.35709,-101.87537,303.6,0.48,0.65,8/1/18,742,N,nominal,1.0NRT,288.5,1,N
32.33505,-102.13863,301.8,0.5,0.66,8/1/18,742,N,nominal,1.0NRT,288.8,0.5,N
32.26784,-101.78942,311.4,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.7,1,N
32.28439,-102.23026,310.6,0.5,0.66,8/1/18,742,N,nominal,1.0NRT,288.3,1,N
32.28411,-102.22479,301,0.5,0.66,8/1/18,742,N,nominal,1.0NRT,288.3,1,N
32.26185,-101.78988,304.9,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,288.2,0.9,N
32.26538,-101.78821,315.6,0.47,0.64,8/1/18,742,N,nominal,1.0NRT,289,1.9,N
32.28455,-102.22829,320.4,0.5,0.66,8/1/18,742,N,nominal,1.0NRT,288.5,1.9,N
32.21352,-101.93839,367,0.48,0.65,8/1/18,742,N,high,1.0NRT,294.7,13.8,N
32.21381,-101.94369,300.7,0.48,0.65,8/1/18,742,N,nominal,1.0NRT,289,13.8,N
32.21323,-101.93312,318.4,0.48,0.65,8/1/18,742,N,nominal,1.0NRT,289.8,15.1,N
32.20749,-101.93896,320.5,0.48,0.65,8/1/18,742,N,nominal,1.0NRT,288.7,13.8,N
32.22557,-103.81369,298.3,0.62,0.71,8/1/18,742,N,nominal,1.0NRT,267.4,1.7,N
32.05087,-100.68687,367,0.41,0.6,8/1/18,742,N,high,1.0NRT,292.7,10.9,N
32.05058,-100.6825,318.5,0.41,0.6,8/1/18,742,N,nominal,1.0NRT,290.9,5.4,N
32.04527,-100.6875,354.2,0.41,0.6,8/1/18,742,N,nominal,1.0NRT,289.9,8.6,N
32.04497,-100.68313,318.6,0.41,0.6,8/1/18,742,N,nominal,1.0NRT,289.8,4.5,N
32.15237,-104.00981,297.9,0.63,0.72,8/1/18,742,N,nominal,1.0NRT,283.4,1.6,N
31.70976,-97.59085,306.1,0.53,0.5,8/1/18,742,N,nominal,1.0NRT,292.7,1.3,N
32.01996,-103.28011,311.3,0.57,0.69,8/1/18,742,N,nominal,1.0NRT,288.4,1.6,N
32.02042,-103.27843,309.6,0.57,0.69,8/1/18,742,N,nominal,1.0NRT,288.8,0.9,N
32.00051,-103.87065,301.8,0.62,0.72,8/1/18,742,N,nominal,1.0NRT,287.4,0.8,N
31.95127,-103.04721,320.8,0.56,0.69,8/1/18,742,N,nominal,1.0NRT,270,1.8,N
31.95156,-103.05332,296.4,0.56,0.69,8/1/18,742,N,nominal,1.0NRT,270.9,2.1,N
31.94487,-103.04774,301.3,0.56,0.69,8/1/18,742,N,nominal,1.0NRT,270.5,1.1,N
31.92193,-103.6827,301.5,0.61,0.71,8/1/18,742,N,nominal,1.0NRT,288,0.7,N
31.35256,-96.16832,315.5,0.43,0.46,8/1/18,742,N,nominal,1.0NRT,293.6,1.9,N
31.75006,-101.71036,299.3,0.46,0.64,8/1/18,742,N,nominal,1.0NRT,287.9,0.5,N
31.78607,-103.26597,300.7,0.57,0.69,8/1/18,742,N,nominal,1.0NRT,288.1,0.6,N
31.66036,-102.143,352.6,0.49,0.65,8/1/18,742,N,nominal,1.0NRT,288,8.1,N
30.58268,-91.24191,328.6,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,291.4,2.9,N
31.65962,-102.14424,328.3,0.49,0.65,8/1/18,742,N,nominal,1.0NRT,287.3,2.8,N
31.65931,-102.13893,313.3,0.49,0.65,8/1/18,742,N,nominal,1.0NRT,287.1,2.8,N
31.66911,-103.70667,307.8,0.6,0.71,8/1/18,742,N,nominal,1.0NRT,288.9,1.6,N
31.56229,-101.61884,298.4,0.46,0.63,8/1/18,742,N,nominal,1.0NRT,286,1.1,N
31.66356,-103.89308,304.2,0.62,0.71,8/1/18,742,N,nominal,1.0NRT,287.8,2,N
31.66328,-103.88643,300.6,0.62,0.71,8/1/18,742,N,nominal,1.0NRT,287.4,1.4,N
30.4826,-91.17936,304.9,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,290.7,2.2,N
31.5982,-102.99377,304.3,0.55,0.68,8/1/18,742,N,nominal,1.0NRT,288.5,1.2,N
31.51022,-101.33747,310,0.44,0.62,8/1/18,742,N,nominal,1.0NRT,288.9,1.1,N
31.59734,-103.11501,305.5,0.56,0.69,8/1/18,742,N,nominal,1.0NRT,287.7,1.3,N
31.66734,-103.89071,317.4,0.62,0.71,8/1/18,742,N,nominal,1.0NRT,287.7,2.4,N
31.51083,-101.33786,308.2,0.44,0.62,8/1/18,742,N,nominal,1.0NRT,288.6,1.2,N
31.59668,-102.99261,305.4,0.55,0.68,8/1/18,742,N,nominal,1.0NRT,288.6,1.1,N
31.59653,-103.11364,306.2,0.56,0.69,8/1/18,742,N,nominal,1.0NRT,287.8,0.7,N
31.59788,-103.83403,303.2,0.61,0.71,8/1/18,742,N,nominal,1.0NRT,288.1,2.3,N
30.32297,-91.23684,310,0.4,0.37,8/1/18,742,N,nominal,1.0NRT,292.5,1.5,N
31.42665,-103.50771,309.5,0.59,0.7,8/1/18,742,N,nominal,1.0NRT,288,1.1,N
30.1888,-90.98904,303,0.39,0.36,8/1/18,742,N,nominal,1.0NRT,289.5,0.4,N
31.42817,-103.50904,313.1,0.59,0.7,8/1/18,742,N,nominal,1.0NRT,287.7,1.6,N
