latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp,daynight
40.54937,-122.60777,338.5,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,301.7,16.8,D
40.54813,-122.62952,338.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,301.3,11.9,D
40.5475,-122.64044,332.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.3,7.1,D
40.55444,-122.60963,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,303.8,8.4,D
40.55286,-122.63702,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,307.4,7.9,D
40.55263,-122.6409,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,305.3,10.4,D
40.5542,-122.61393,356.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.1,6.3,D
40.5532,-122.63112,330.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.4,7.9,D
40.55797,-122.63785,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,311,7.9,D
40.55776,-122.64153,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,307.8,10.4,D
40.64944,-120.81259,342.7,0.41,0.61,8/3/18,2148,N,nominal,1.0NRT,311.9,3.8,D
40.55941,-122.61293,344.2,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.8,8.4,D
40.5592,-122.61668,331.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.2,6.3,D
40.55828,-122.63261,338.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.3,7.9,D
40.56285,-122.64277,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.5,4.5,D
40.56831,-122.63757,349.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307.1,6.3,D
40.56808,-122.64154,343.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306.3,6.3,D
40.56787,-122.6451,333.5,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.9,4.5,D
40.56733,-122.65426,330.8,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.4,4.6,D
40.56716,-122.65723,353.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305,4.7,D
40.5726,-122.6525,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,313.3,8.6,D
40.57224,-122.6585,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,309.1,5.9,D
40.57318,-122.64259,337,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.5,4.7,D
40.57296,-122.64633,343,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306.8,7.5,D
40.57277,-122.64944,347.2,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,308.8,7.5,D
40.57242,-122.65546,342.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307.9,8.6,D
40.57206,-122.66167,354.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.4,5.9,D
40.57185,-122.66515,354.8,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.6,4.4,D
40.57162,-122.66904,349,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303,4.4,D
40.57729,-122.66026,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,305.8,5.9,D
40.57751,-122.65666,341.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306,8.6,D
40.57708,-122.66393,337.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.6,5.9,D
40.57686,-122.66759,350,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306,4.4,D
40.57663,-122.67137,342.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.8,4.4,D
40.58255,-122.65848,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,321.7,43.5,D
40.58186,-122.67018,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,335.9,60.6,D
40.58281,-122.65414,339.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.9,43.5,D
40.5823,-122.6627,357.2,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,324.5,181.4,D
40.58164,-122.67377,349.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307,60.6,D
40.58207,-122.66651,367,0.33,0.55,8/3/18,2148,N,low,1.0NRT,380,181.4,D
40.58756,-122.66088,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,306.7,43.5,D
40.58685,-122.67284,350,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,309.2,60.6,D
40.58731,-122.66521,354.2,0.33,0.55,8/3/18,2148,N,low,1.0NRT,331.8,181.4,D
40.59241,-122.66598,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,309.2,13.7,D
40.59134,-122.68388,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,310.3,13.6,D
40.59112,-122.68755,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,306.4,23.2,D
40.5922,-122.66953,353.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307.9,13.7,D
40.59199,-122.67307,343.8,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307.2,5.2,D
40.59156,-122.68024,346.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307.9,13.6,D
40.59632,-122.68661,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,307,23.2,D
40.59736,-122.66933,337.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,308.1,13.7,D
40.59716,-122.67267,333.2,0.33,0.55,8/3/18,2148,N,low,1.0NRT,304.1,5.2,D
40.59611,-122.69017,353.8,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,317.3,23.2,D
40.5959,-122.69368,356.5,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.2,9.8,D
40.60054,-122.70192,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,313.3,17.2,D
40.60106,-122.69358,357,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.1,15.7,D
40.60031,-122.70583,356,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,324.5,17.2,D
40.60539,-122.70679,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,306.7,17.2,D
40.60516,-122.71053,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.4,13.4,D
40.60495,-122.71392,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,312.5,13.4,D
40.60564,-122.70265,345.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.8,17.2,D
40.60476,-122.71718,348.6,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.7,5.8,D
40.60456,-122.72033,342.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.7,5.8,D
40.60437,-122.72364,353.2,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307.1,5.9,D
40.60944,-122.72466,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.2,14,D
40.60924,-122.72794,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.1,14,D
40.60903,-122.73133,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,310.3,44,D
40.61412,-122.73212,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,309.2,44,D
40.61371,-122.73877,333.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.2,10.3,D
40.61882,-122.73927,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,307.5,11.4,D
40.61902,-122.73597,330.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.4,12,D
40.62415,-122.73619,338.2,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.9,12,D
40.62394,-122.73959,354.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,318.9,11.4,D
40.62373,-122.74302,334.8,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.4,11.4,D
40.61158,-122.73175,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,313.7,23.2,D
40.61139,-122.73517,348.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,320.8,23.2,D
40.61649,-122.73574,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.8,23.2,D
40.6163,-122.73904,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,306.1,15.6,D
40.61668,-122.73244,343.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.7,23.2,D
40.62161,-122.73619,331.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.5,18.7,D
40.62142,-122.73951,356.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,320.3,11.1,D
40.62654,-122.73977,348,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.6,11.1,D
40.62634,-122.74328,338.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.6,11.1,D
40.66124,-122.76134,367,0.32,0.55,8/3/18,2148,N,high,1.0NRT,308.1,10.5,D
40.66631,-122.76256,367,0.32,0.55,8/3/18,2148,N,high,1.0NRT,312.5,10.5,D
40.66652,-122.75881,343.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.9,10.5,D
40.67159,-122.76006,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,310.4,4.6,D
40.67181,-122.75634,332.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.2,5.3,D
40.67137,-122.76366,335.4,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,303,4.6,D
40.67687,-122.75748,335.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.1,5.3,D
40.67667,-122.76083,348,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.3,4.6,D
40.67646,-122.76447,331.4,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,302.4,4.6,D
40.68642,-122.76937,341.6,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,303.8,3.2,D
40.68622,-122.77286,340.6,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,303.4,3.2,D
40.69177,-122.76598,331.9,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,304.3,37.7,D
40.69157,-122.76929,337,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,304.2,13.2,D
40.70285,-122.66785,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,321.9,34,D
40.69691,-122.76585,367,0.32,0.55,8/3/18,2148,N,high,1.0NRT,321.9,37.7,D
40.69671,-122.76915,345.7,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,308.2,13.2,D
40.70264,-122.75612,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,307.5,7,D
40.70245,-122.75924,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,306,7,D
40.70804,-122.66738,338.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306.1,4.9,D
40.70774,-122.67222,345.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306.8,3.3,D
40.70226,-122.76244,332.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.3,3.3,D
40.70205,-122.76575,331.7,0.32,0.55,8/3/18,2148,N,nominal,1.0NRT,302.6,3.3,D
40.70784,-122.75523,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,305.3,7,D
40.71397,-122.65487,353,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306.6,3.2,D
40.71104,-122.70274,348.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,309.3,5.9,D
40.71024,-122.71577,338.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.8,5.3,D
40.70762,-122.75864,356.2,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.5,7,D
40.71418,-122.73555,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,318.2,21.8,D
40.72669,-122.52924,346,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,302.8,6.5,D
40.71439,-122.73216,338.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.4,21.8,D
40.71397,-122.73906,354.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,305.6,17,D
40.7319,-122.52908,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,310.8,6.5,D
40.7333,-122.50587,346.3,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,302.3,5.9,D
40.73302,-122.51041,353.5,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,304.5,5.9,D
40.73277,-122.51465,355.6,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,304.5,6.9,D
40.73225,-122.5234,336.2,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,304.4,6.5,D
40.73769,-122.51933,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,313.5,62.6,D
40.73874,-122.50205,350.2,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,298.4,37,D
40.73791,-122.51574,354.7,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,310.9,62.6,D
40.73745,-122.52331,354.3,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,309.7,21.4,D
40.73714,-122.52856,344.9,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,305.9,21.4,D
40.7384,-122.50753,354.4,0.34,0.56,8/3/18,2148,N,low,1.0NRT,329.7,61.8,D
40.73814,-122.51194,322.7,0.34,0.56,8/3/18,2148,N,low,1.0NRT,323.6,61.8,D
40.74358,-122.50797,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,298,61.8,D
40.74282,-122.52066,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,326.6,62.6,D
40.74195,-122.53481,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,310.3,41.5,D
40.74392,-122.50246,330.5,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,296.3,37,D
40.7433,-122.51261,354.1,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,313.4,61.8,D
40.74255,-122.525,353,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,303.9,21.4,D
40.74226,-122.52977,353.1,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,302.4,21.4,D
40.74162,-122.54025,355.6,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,315.9,41.5,D
40.74129,-122.54548,351.6,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,306.6,19.9,D
40.74305,-122.51669,367,0.34,0.56,8/3/18,2148,N,low,1.0NRT,332.4,62.6,D
40.72748,-122.5304,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,304.3,6.9,D
40.71618,-122.73645,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.4,19,D
40.71637,-122.73293,335.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,301.7,19,D
40.71597,-122.74015,331.8,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.9,11.2,D
40.73269,-122.53011,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,309.8,6.9,D
40.73394,-122.50705,351.6,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,303,6.4,D
40.7337,-122.51151,352,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,304.6,6.4,D
40.73347,-122.51558,355.6,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,305.1,7.5,D
40.733,-122.5244,342.2,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,305.9,6.9,D
40.73934,-122.50333,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,298.5,81.7,D
40.73883,-122.51286,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,327.7,63.5,D
40.73843,-122.52023,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,322.7,63.2,D
40.73862,-122.51655,351.6,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,310.7,63.2,D
40.7382,-122.52447,349,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,309.1,22.8,D
40.73791,-122.52969,342.3,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,305.6,22.8,D
40.73906,-122.50855,367,0.34,0.56,8/3/18,2148,N,low,1.0NRT,330.5,63.5,D
40.74424,-122.50903,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,298.1,63.5,D
40.74304,-122.531,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,301.8,22.8,D
40.74276,-122.53603,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,317.8,61.6,D
40.744,-122.51357,356.6,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,308.2,63.5,D
40.7433,-122.52621,355.4,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,300.8,22.8,D
40.74221,-122.54615,351.5,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,307.8,29.7,D
40.74377,-122.51762,367,0.34,0.56,8/3/18,2148,N,low,1.0NRT,330,63.2,D
40.74355,-122.52171,285,0.34,0.56,8/3/18,2148,N,low,1.0NRT,314.8,63.2,D
40.74247,-122.54135,367,0.33,0.56,8/3/18,2148,N,low,1.0NRT,326.6,61.6,D
40.74814,-122.53279,367,0.34,0.56,8/3/18,2148,N,high,1.0NRT,305.5,91.4,D
40.74791,-122.53703,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,333.9,82.2,D
40.74768,-122.54115,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,330.7,82.2,D
40.74746,-122.54527,337.7,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,302.4,27.3,D
40.75306,-122.53772,356.6,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,303,82.2,D
40.75272,-122.54396,355.2,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,309.1,27.3,D
40.75254,-122.54713,340.5,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,305,27.3,D
40.7529,-122.54088,367,0.33,0.56,8/3/18,2148,N,low,1.0NRT,330,82.2,D
40.75721,-122.55671,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,329.5,32.2,D
40.75873,-122.52941,352.7,0.34,0.56,8/3/18,2148,N,nominal,1.0NRT,302.3,57.3,D
40.75741,-122.553,339.4,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,308.1,35.5,D
40.75699,-122.5605,352.4,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,316.9,32.2,D
40.75851,-122.53329,367,0.34,0.56,8/3/18,2148,N,low,1.0NRT,336.5,57.3,D
40.76262,-122.55269,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,320.7,35.5,D
40.76243,-122.55614,367,0.33,0.56,8/3/18,2148,N,high,1.0NRT,329.9,32.2,D
40.76282,-122.54926,341.6,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,304.3,35.5,D
40.76223,-122.55968,352.3,0.33,0.56,8/3/18,2148,N,nominal,1.0NRT,310.6,32.2,D
40.76548,-122.68452,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,306.6,7.7,D
40.76571,-122.6806,354.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,306.4,9,D
40.77063,-122.68471,340.2,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,311.8,8.8,D
40.7704,-122.68856,354.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.6,8.8,D
40.77532,-122.69273,346.6,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.6,8.5,D
40.78053,-122.69195,330.6,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,302.9,3.4,D
40.79131,-122.68398,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.5,74.3,D
40.79109,-122.6877,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,333.7,74.3,D
40.79085,-122.69182,339.4,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.1,30.8,D
40.79663,-122.6814,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,303.8,78.9,D
40.79642,-122.68485,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,335.9,74.3,D
40.79601,-122.69178,352.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,316.5,30.8,D
40.80302,-122.66062,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,310.9,101.4,D
40.80281,-122.66428,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,309.7,76.5,D
40.80199,-122.67806,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,310.2,16.7,D
40.80158,-122.68494,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.9,38.7,D
40.80137,-122.68848,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,314.5,38.7,D
40.80324,-122.65692,336.6,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.8,101.4,D
40.80219,-122.67461,333.3,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,304.1,23.7,D
40.80865,-122.65282,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,315.5,118.8,D
40.8084,-122.65701,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,364.3,101.4,D
40.80798,-122.66416,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,370.1,76.5,D
40.80777,-122.66767,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,337.6,76.5,D
40.80735,-122.67462,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,308.2,23.7,D
40.80756,-122.67118,349.1,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,316.8,23.7,D
40.80715,-122.67815,351.7,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,309.9,16.7,D
40.80819,-122.66061,367,0.33,0.55,8/3/18,2148,N,low,1.0NRT,380,101.4,D
40.81383,-122.65276,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,302.5,107,D
40.81357,-122.65699,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,359,159.7,D
40.81294,-122.6676,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,335.6,131.4,D
40.81274,-122.67102,353.8,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,307.1,37.3,D
40.81335,-122.66071,367,0.33,0.55,8/3/18,2148,N,low,1.0NRT,380,159.7,D
40.81314,-122.66422,367,0.33,0.55,8/3/18,2148,N,low,1.0NRT,380,131.4,D
40.81873,-122.65726,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,311.7,159.7,D
40.81847,-122.66151,367,0.33,0.55,8/3/18,2148,N,high,1.0NRT,333.2,159.7,D
40.81825,-122.66515,336.9,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,308.9,131.4,D
40.82337,-122.66605,350.6,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.3,4.5,D
40.82541,-122.66637,352.5,0.33,0.55,8/3/18,2148,N,nominal,1.0NRT,303.7,4.9,D
41.88915,-123.5034,347.8,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,296.4,161.5,D
41.88855,-123.51295,346.5,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,312.5,161.5,D
41.89347,-123.51414,367,0.61,0.53,8/3/18,2148,N,high,1.0NRT,336.1,161.5,D
41.89403,-123.50526,353.5,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,298.3,161.5,D
41.89284,-123.52426,350.8,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,313.3,124.6,D
41.89771,-123.52615,367,0.61,0.53,8/3/18,2148,N,high,1.0NRT,301.5,26.6,D
41.89987,-123.49159,343.5,0.61,0.54,8/3/18,2148,N,nominal,1.0NRT,294.9,17.3,D
41.89891,-123.50706,333.7,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,294.9,9.8,D
41.89836,-123.51576,330.7,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,297,9.8,D
41.90428,-123.50097,342.1,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,297.4,17.3,D
41.90379,-123.50893,336.6,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,297,9.8,D
41.90865,-123.51087,329.4,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,293.8,4.2,D
41.91544,-123.56116,341.1,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,297.2,8.9,D
41.92297,-123.5214,332.3,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,295.8,4.2,D
41.92673,-123.54043,334.4,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,294.7,4.7,D
42.31097,-123.65254,351.2,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,299.6,12.5,D
42.33019,-123.66314,367,0.6,0.53,8/3/18,2148,N,high,1.0NRT,301.4,32.1,D
42.3265,-123.72147,329.5,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,293.9,7.2,D
42.33089,-123.73048,327.9,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,295.2,3.7,D
42.34011,-123.66367,331.2,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,294.5,10.3,D
42.33963,-123.67108,340,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,299,10.3,D
42.33582,-123.73093,339.2,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,296,8.6,D
42.34506,-123.66405,340.2,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,296.8,10.3,D
42.35003,-123.66412,367,0.6,0.53,8/3/18,2148,N,high,1.0NRT,299.8,10.3,D
42.34959,-123.671,335.4,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,295.3,10.3,D
42.3555,-123.65664,340.6,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,297.6,10.8,D
42.33181,-123.73006,333.8,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,296,8.8,D
42.34025,-123.67067,343.3,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,300.2,14.9,D
42.34563,-123.66357,340.4,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,297.8,11,D
42.3506,-123.66367,350.3,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,299.3,11,D
42.3502,-123.67052,340.5,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,295.7,8.8,D
42.35601,-123.6562,339.5,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,297.5,11.5,D
42.358,-123.7067,330.3,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,293.7,5.8,D
42.3783,-123.69948,344.9,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,296.8,14.4,D
42.38244,-123.71322,332.6,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,296.3,6.6,D
42.38734,-123.71415,329.7,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,296.2,6.6,D
42.39908,-123.76511,336,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,294.1,10.1,D
42.4077,-123.78551,354.4,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,301.4,195.3,D
42.40713,-123.79454,342.8,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,296,27.4,D
42.40353,-123.85162,349.2,0.59,0.53,8/3/18,2148,N,nominal,1.0NRT,302.4,13,D
42.40312,-123.85809,345.6,0.59,0.53,8/3/18,2148,N,nominal,1.0NRT,300.7,9.2,D
42.41309,-123.77863,351.1,0.6,0.53,8/3/18,2148,N,nominal,1.0NRT,302.5,195.3,D
42.40983,-123.82993,333.7,0.59,0.53,8/3/18,2148,N,nominal,1.0NRT,296.3,81.7,D
42.40912,-123.84125,334.6,0.59,0.53,8/3/18,2148,N,nominal,1.0NRT,299.3,219.2,D
42.40876,-123.847,327.8,0.59,0.53,8/3/18,2148,N,low,1.0NRT,298.9,13,D
42.50958,-123.68492,339.4,0.61,0.53,8/3/18,2148,N,nominal,1.0NRT,290.2,8.7,D
